"","Value","Duration","Start","End","mean_x","mean_y","POGsdSacAmp","RMS","subj","trial_id","stim","session_id","Order","Trial"
"206","f",226.666666666667,9274.33333333333,9500,1486.63736679975,323.886123208439,0.535896909265367,0.463522513162378,"P","sagrada","sagrada",1,53,2
"208","f",200,9541,9740,863.379519844055,508.457880032063,0.436268218081286,0.307250151565937,"P","sagrada","sagrada",1,55,2
"210","f",733.333333333333,9801,10533.3333333333,215.288899647106,357.940619936856,0.653427656619051,0.319895727587688,"P","sagrada","sagrada",1,57,2
"212","f",333.333333333333,10547.6666666667,10880,143.200516357422,289.38059967041,0.425576244556054,0.297898214196341,"P","sagrada","sagrada",1,59,2
"214","f",193.333333333333,10907.6666666667,11100,274.283255741514,354.077067934233,0.377188094012533,0.316163493699513,"P","sagrada","sagrada",1,61,2
"216","f",306.666666666667,11127.6666666667,11433.3333333333,347.439861795177,531.85961728543,0.540130168955549,0.215152934258071,"P","sagrada","sagrada",1,63,2
"218","f",86.6666666666667,11487.6666666667,11573.3333333333,279.158390925481,297.489736703726,0.23441404709668,0.220412715330838,"P","sagrada","sagrada",1,65,2
"220","f",340,11594.3333333333,11933.3333333333,675.662305495318,275.935553008435,0.456439525147173,0.371418612914008,"P","sagrada","sagrada",1,67,2
"222","f",146.666666666667,11967.6666666667,12113.3333333333,682.803052035245,628.657445907593,0.414513077360897,0.285949948863625,"P","sagrada","sagrada",1,69,2
"224","f",426.666666666667,12134.3333333333,12560,872.994599878788,778.544071912766,0.679719242488283,0.443106008584633,"P","sagrada","sagrada",1,71,2
"226","f",140,12574.3333333333,12713.3333333333,884.352001190186,1006.58699035644,0,0,"P","sagrada","sagrada",1,73,2
"228","f",626.666666666667,12727.6666666667,13353.3333333333,1018.75261261362,908.139829919693,0.569167971387879,0.279415615346085,"P","sagrada","sagrada",1,75,2
"230","f",160,13374.3333333333,13533.3333333333,1016.05440044403,981.072006225588,0,0,"P","sagrada","sagrada",1,77,2
"232","f",206.666666666667,13547.6666666667,13753.3333333333,975.599380579687,847.400225731634,0.44897357169228,0.38464397103383,"P","sagrada","sagrada",1,79,2
"234","f",506.666666666667,13794.3333333333,14300,897.915284329339,763.978855835764,0.677148453636856,0.282127684703484,"P","sagrada","sagrada",1,81,2
"236","f",146.666666666667,14314.3333333333,14460,866.480291193182,667.12606308677,0.366538806440062,0.382899211370926,"P","sagrada","sagrada",1,83,2
"238","f",146.666666666667,14474.3333333333,14620,845.491203308105,944.308792114258,0,0,"P","sagrada","sagrada",1,85,2
"240","f",106.666666666667,14634.3333333333,14740,875.065199971199,659.124338388443,0.41454027484944,0.281904514729382,"P","sagrada","sagrada",1,87,2
"242","f",1740,14754.3333333333,16493.3333333333,895.714390781362,755.61556578596,0.684097600781911,0.344002680683782,"P","sagrada","sagrada",1,89,2
"244","f",293.333333333333,16527.6666666667,16820,715.30538073453,657.264313697815,0.433270426679152,0.324842299023196,"P","sagrada","sagrada",1,91,2
"246","f",313.333333333333,16887.6666666667,17200,1276.63005893788,505.057059509957,0.361415973529489,0.280381589819482,"P","sagrada","sagrada",1,93,2
"248","f",180,17214.3333333333,17393.3333333333,1257.71519470215,564.553798675537,0,0,"P","sagrada","sagrada",1,95,2
"2511","f",213.333333333333,18161,18373.3333333333,1501.53480100632,291.058311939239,0.435387357259681,0.351849530011306,"P","sagrada","sagrada",1,98,2
"2531","f",660,18914.3333333333,19573.3333333333,1527.9721650403,214.23157925076,0.463243741149923,0.437639913202322,"P","sagrada","sagrada",1,100,2
"2551","f",146.666666666667,19587.6666666667,19733.3333333333,1454.11505265669,308.436218608509,0.423964872070033,0.360972898190659,"P","sagrada","sagrada",1,102,2
"2571","f",800,19754.3333333333,20553.3333333333,1170.18912022909,298.61784063975,0.669906993004528,0.326166083480665,"P","sagrada","sagrada",1,104,2
"2591","f",1206.66666666667,20567.6666666667,21773.3333333333,1109.02472497087,410.085994435937,0.910146995659521,0.402697587920538,"P","sagrada","sagrada",1,106,2
"2611","f",166.666666666667,21787.6666666667,21953.3333333333,1148.87999725342,255.241798400879,0,0,"P","sagrada","sagrada",1,108,2
"2631","f",906.666666666667,21967.6666666667,22873.3333333333,1095.10348254092,447.822595484117,0.765839117263267,0.387951246230899,"P","sagrada","sagrada",1,110,2
"2651","f",280,22894.3333333333,23173.3333333333,858.2029716855,473.551457132612,0.358910913042644,0.368218829293989,"P","sagrada","sagrada",1,112,2
"2671","f",286.666666666667,23194.3333333333,23480,704.708092800407,464.658446600271,0.588084785439868,0.359462025550264,"P","sagrada","sagrada",1,114,2
"2691","f",186.666666666667,23507.6666666667,23693.3333333333,621.434056963239,388.872321265084,0.469467138992463,0.347283872838439,"P","sagrada","sagrada",1,116,2
"2711","f",166.666666666667,23714.3333333333,23880,673.737602233887,468.26100063324,0,0,"P","sagrada","sagrada",1,118,2
"2731","f",200,23894.3333333333,24093.3333333333,625.319681803385,418.900680414836,0.465778696902333,0.383636685281867,"P","sagrada","sagrada",1,120,2
"2751","f",426.666666666667,24107.6666666667,24533.3333333333,660.855149507523,491.777746770531,0.520594116680528,0.311056234862134,"P","sagrada","sagrada",1,122,2
"2771","f",460,24554.3333333333,25013.3333333333,523.603756227355,352.908861022065,0.547900116025115,0.324353663478785,"P","sagrada","sagrada",1,124,2
"2791","f",246.666666666667,25027.6666666667,25273.3333333333,555.160733197186,312.87293532088,0.366985756771039,0.413693462192647,"P","sagrada","sagrada",1,126,2
"2811","f",126.666666666667,25294.3333333333,25420,810.063663482666,383.699840344881,0.416179499793002,0.361530344497504,"P","sagrada","sagrada",1,128,2
"2831","f",333.333333333333,25467.6666666667,25800,455.372929077148,442.596527290344,0.445748267099447,0.399823162022051,"P","sagrada","sagrada",1,130,2
"2851","f",246.666666666667,25807.6666666667,26053.3333333333,501.284498060072,394.475253852638,0.292442155865902,0.25891816051122,"P","sagrada","sagrada",1,132,2
"2871","f",220,26074.3333333333,26293.3333333333,408.318546179569,319.076344114361,0.47639692263084,0.352302868194231,"P","sagrada","sagrada",1,134,2
"2891","f",746.666666666667,26327.6666666667,27073.3333333333,436.305344990322,394.991774490901,0.601814279299706,0.321381453208744,"P","sagrada","sagrada",1,136,2
"2911","f",606.666666666667,27114.3333333333,27720,881.820870158436,340.936951605828,0.500788659337715,0.311717962388854,"P","sagrada","sagrada",1,138,2
"2931","f",700,27741,28440,1003.03204565956,269.648641531808,0.532031002120992,0.35689281692357,"P","sagrada","sagrada",1,140,2
"2951","f",493.333333333333,28507.6666666667,29000,565.142919591955,260.388145962277,0.47102054478888,0.337893537450968,"P","sagrada","sagrada",1,142,2
"2971","f",473.333333333333,29041,29513.3333333333,1013.69807326626,292.080295509016,0.499009730893693,0.343545368430475,"P","sagrada","sagrada",1,144,2
"2991","f",280,29534.3333333333,29813.3333333333,1182.65394247146,290.938370659238,0.536171399624562,0.399548573031588,"P","sagrada","sagrada",1,146,2
"3011","f",300,1,300,865.831893751356,555.703799962749,0.372796613553508,0.26568424164493,"P","casa","casa",1,1,3
"303","f",626.666666666667,314.333333333333,940,960.601021036189,751.324057152931,0.64759410574715,0.261064234951381,"P","casa","casa",1,3,3
"305","f",186.666666666667,954.333333333333,1140,879.39051430566,275.904128210885,0.370128898457112,0.396735060347682,"P","casa","casa",1,5,3
"307","f",606.666666666667,1154.33333333333,1760,889.875059274527,140.734148297991,0.777536308803468,0.53264505797726,"P","casa","casa",1,7,3
"309","f",113.333333333333,1781,1893.33333333333,993.307482477497,377.003225438735,0.475603150028575,0.363511499804081,"P","casa","casa",1,9,3
"311","f",266.666666666667,1921,2186.66666666667,970.40327989459,885.100771331787,0.465464004163915,0.431234622496658,"P","casa","casa",1,11,3
"313","f",213.333333333333,2194.33333333333,2406.66666666667,977.602200161665,784.372273921967,0.616555324657527,0.372390243559725,"P","casa","casa",1,13,3
"315","f",733.333333333333,2434.33333333333,3166.66666666667,775.514880717884,976.020741688121,0.79562195235831,0.41561887099099,"P","casa","casa",1,15,3
"317","f",226.666666666667,3201,3426.66666666667,1223.47934117037,877.606729844037,0.411980952376206,0.344463240810467,"P","casa","casa",1,17,3
"319","f",286.666666666667,3534.33333333333,3820,1300.05298561274,437.599925551304,0.363379983886022,0.2790937686882,"P","casa","casa",1,19,3
"321","f",166.666666666667,3834.33333333333,4000,1311.14188720703,565.751951986551,0.539366261463481,0.448899970235039,"P","casa","casa",1,21,3
"323","f",206.666666666667,4034.33333333333,4240,727.562632899131,541.122677305112,0.464912954232037,0.331800808399361,"P","casa","casa",1,23,3
"325","f",253.333333333333,4247.66666666667,4500,628.168927242881,644.841568093551,0.476437503421605,0.39210772882157,"P","casa","casa",1,25,3
"327","f",286.666666666667,4554.33333333333,4840,850.53231687324,512.747706901195,0.428556961919318,0.246021509735276,"P","casa","casa",1,27,3
"329","f",293.333333333333,4867.66666666667,5160,991.307127348401,368.433409257369,0.630441874454779,0.445440424561707,"P","casa","casa",1,29,3
"331","f",326.666666666667,5174.33333333333,5500,1142.67820412772,387.496174948556,0.86837549172053,0.455208279261088,"P","casa","casa",1,31,3
"333","f",233.333333333333,5534.33333333333,5766.66666666667,793.445210266113,428.944834027971,0.424447173693993,0.301172162414246,"P","casa","casa",1,33,3
"335","f",266.666666666667,5814.33333333333,6080,705.835200309753,140.469122695923,0.556684683683698,0.473953041693472,"P","casa","casa",1,35,3
"337","f",686.666666666667,6094.33333333333,6780,625.606928408725,130.30131915935,0.587289702267562,0.434523117214023,"P","casa","casa",1,37,3
"339","f",213.333333333333,6807.66666666667,7020,1084.90469890833,82.6041359901428,0.506285336689436,0.576429633420098,"P","casa","casa",1,39,3
"341","f",433.333333333333,7034.33333333333,7466.66666666667,1169.08268385667,171.438119506836,0.983310273835175,0.529090965372172,"P","casa","casa",1,41,3
"343","f",166.666666666667,7481,7646.66666666667,1101.47520446778,361.735198974609,0,0,"P","casa","casa",1,43,3
"345","f",233.333333333333,7654.33333333333,7886.66666666667,1134.5916355678,281.913790021624,0.478498240471239,0.473325651138565,"P","casa","casa",1,45,3
"347","f",226.666666666667,7914.33333333333,8140,1249.24121968886,447.462423941668,0.334585862488985,0.27471927397824,"P","casa","casa",1,47,3
"349","f",833.333333333333,8154.33333333333,8986.66666666667,1261.26635455322,580.684766413569,0.624830964530485,0.36284506665388,"P","casa","casa",1,49,3
"351","f",266.666666666667,8994.33333333333,9260,1266.04583892822,677.049299907684,0.661482330184014,0.312628549856296,"P","casa","casa",1,51,3
"353","f",186.666666666667,9274.33333333333,9460,1212.80982807704,763.673206874303,0.438058151301697,0.348280150355456,"P","casa","casa",1,53,3
"355","f",186.666666666667,9474.33333333333,9660,1084.74617195129,717.440528052194,0.665861351381541,0.47210285279274,"P","casa","casa",1,55,3
"357","f",286.666666666667,9681,9966.66666666667,1085.18221389416,806.268224494402,0.429310737086705,0.309373241097568,"P","casa","casa",1,57,3
"359","f",226.666666666667,9994.33333333333,10220,944.221270528786,835.213869880227,0.458623397251031,0.376717835033664,"P","casa","casa",1,59,3
"361","f",446.666666666667,10234.3333333333,10680,898.899152473727,848.495877052421,0.780987703708186,0.437239839328026,"P","casa","casa",1,61,3
"363","f",806.666666666667,10694.3333333333,11500,1075.83947077664,826.540066679647,0.71296439026744,0.36615307982822,"P","casa","casa",1,63,3
"365","f",246.666666666667,11514.3333333333,11760,934.245016509818,834.739590619061,0.442258845343507,0.379141866066087,"P","casa","casa",1,65,3
"367","f",366.666666666667,11774.3333333333,12140,967.030167257786,967.367586170543,0.374583931745887,0.266954252033779,"P","casa","casa",1,67,3
"369","f",306.666666666667,12174.3333333333,12480,676.383859551471,858.082422173542,0.460711608378301,0.285667473689711,"P","casa","casa",1,69,3
"371","f",806.666666666667,12514.3333333333,13320,855.704488675456,834.923542432549,0.791696572223027,0.342083884381676,"P","casa","casa",1,71,3
"373","f",653.333333333333,13354.3333333333,14006.6666666667,729.968129527812,779.570228965915,0.742045627322266,0.418976452290413,"P","casa","casa",1,73,3
"375","f",200,14041,14240,1019.97312018871,781.99541982015,0.463604565084664,0.412543885781721,"P","casa","casa",1,75,3
"377","f",346.666666666667,14254.3333333333,14600,895.221600220754,827.355390988864,0.641763472953533,0.298051403827126,"P","casa","casa",1,77,3
"379","f",173.333333333333,14621,14793.3333333333,754.478399423453,684.705254187951,0.377571941310374,0.426211811411219,"P","casa","casa",1,79,3
"381","f",313.333333333333,14854.3333333333,15166.6666666667,603.29280155263,666.773961330982,0.576470103698814,0.316154286806432,"P","casa","casa",1,81,3
"383","f",266.666666666667,15194.3333333333,15460,723.390961074829,836.90941696167,0.586464036314405,0.407818880077855,"P","casa","casa",1,83,3
"385","f",860,15481,16340,659.234159129535,768.161009322765,0.629609736252806,0.305737015466793,"P","casa","casa",1,85,3
"387","f",306.666666666667,16374.3333333333,16680,1185.42427825928,804.038400567096,0.618065789477565,0.347842920360503,"P","casa","casa",1,87,3
"389","f",1173.33333333333,16707.6666666667,17880,655.097509167411,786.659911805933,0.862389591368135,0.359446182623136,"P","casa","casa",1,89,3
"391","f",253.333333333333,17894.3333333333,18146.6666666667,739.781559191252,890.86073664615,0.472326858715685,0.35486029540064,"P","casa","casa",1,91,3
"393","f",186.666666666667,18154.3333333333,18340,816.850628580366,947.600101470947,0.339022076469074,0.408231166582626,"P","casa","casa",1,93,3
"395","f",240,18361,18600,1048.18079996109,939.688051435682,0.378027951454772,0.249917868972533,"P","casa","casa",1,95,3
"397","f",206.666666666667,18661,18866.6666666667,789.742451821604,1032.1931029289,0.375823387897879,0.336229320684021,"P","casa","casa",1,97,3
"399","f",293.333333333333,18894.3333333333,19186.6666666667,1133.02581847798,887.490369623358,0.566440446923023,0.442685591010664,"P","casa","casa",1,99,3
"401","f",153.333333333333,19194.3333333333,19346.6666666667,1179.51986130424,813.422895680303,0.553133877051736,0.403284082923778,"P","casa","casa",1,101,3
"403","f",180,19361,19540,1031.88480186462,892.27980041504,0,0,"P","casa","casa",1,103,3
"405","f",1040,19614.3333333333,20653.3333333333,1266.57883086571,692.317765676058,0.797957744469435,0.37105314077663,"P","casa","casa",1,105,3
"407","f",340,20667.6666666667,21006.6666666667,1127.9698826659,676.159094791786,0.534499383481632,0.356831325560976,"P","casa","casa",1,107,3
"409","f",613.333333333333,21034.3333333333,21646.6666666667,1244.80998180224,715.883517679961,0.691826812849287,0.334477038988146,"P","casa","casa",1,109,3
"411","f",213.333333333333,21674.3333333333,21886.6666666667,968.334900140762,738.606261968613,0.38019459181813,0.273610747153656,"P","casa","casa",1,111,3
"413","f",366.666666666667,21934.3333333333,22300,698.987868985263,538.87218556946,0.537177419698542,0.374740951643682,"P","casa","casa",1,113,3
"415","f",186.666666666667,22314.3333333333,22500,638.745598384312,613.933521883828,0.335739278311694,0.276996700848146,"P","casa","casa",1,115,3
"417","f",333.333333333333,22534.3333333333,22866.6666666667,729.073728027344,221.239944458008,0.321890738459532,0.32193560343286,"P","casa","casa",1,117,3
"419","f",186.666666666667,22881,23066.6666666667,864.359314918518,140.675785609654,0.308525614357869,0.336581417058575,"P","casa","casa",1,119,3
"421","f",586.666666666667,23094.3333333333,23680,862.753636208448,483.776427369903,0.852235859126634,0.378362899866059,"P","casa","casa",1,121,3
"423","f",266.666666666667,23694.3333333333,23960,1137.2980796814,437.852654409409,0.469514445000579,0.428666953596451,"P","casa","casa",1,123,3
"425","f",413.333333333333,23974.3333333333,24386.6666666667,1030.66374205774,320.307706894413,0.469694263705642,0.415813587463833,"P","casa","casa",1,125,3
"427","f",226.666666666667,24394.3333333333,24620,966.238023550633,332.489117790671,0.297679077845658,0.276184357893452,"P","casa","casa",1,127,3
"429","f",173.333333333333,24634.3333333333,24806.6666666667,970.608000095074,418.366453464215,0.302207194732918,0.342610508243211,"P","casa","casa",1,129,3
"431","f",246.666666666667,24834.3333333333,25080,1245.7068970139,382.542567794387,0.490422848786517,0.380347791013383,"P","casa","casa",1,131,3
"433","f",180,25101,25280,1251.53280639649,804.583801269531,0,0,"P","casa","casa",1,133,3
"435","f",233.333333333333,25294.3333333333,25526.6666666667,1267.70934840611,234.376664297921,0.55803645768746,0.514348746591477,"P","casa","casa",1,135,3
"437","f",653.333333333333,25554.3333333333,26206.6666666667,986.147951006281,307.960236452064,0.589469012666275,0.416207346775106,"P","casa","casa",1,137,3
"439","f",253.333333333333,26234.3333333333,26486.6666666667,1173.83393779554,263.447810925935,0.276921322624445,0.34072290997944,"P","casa","casa",1,139,3
"441","f",480,26507.6666666667,26986.6666666667,1308.63320075141,189.808048460219,0.656314455202967,0.358917651625571,"P","casa","casa",1,141,3
"443","f",140,27141,27280,999.248914639155,842.315912155878,0.780693243601923,0.484148257284222,"P","casa","casa",1,143,3
"445","f",226.666666666667,27301,27526.6666666667,782.545977199779,808.294394549202,0.409880052221268,0.235582870676735,"P","casa","casa",1,145,3
"447","f",300,27547.6666666667,27846.6666666667,653.443626573351,779.76635945638,0.50080202594684,0.392786297319329,"P","casa","casa",1,147,3
"449","f",353.333333333333,27854.3333333333,28206.6666666667,727.603381030964,768.789236824467,0.386237619447971,0.258048008450284,"P","casa","casa",1,149,3
"451","f",193.333333333333,28214.3333333333,28406.6666666667,629.608054851663,767.253600021889,0.321256502006878,0.303131542465555,"P","casa","casa",1,151,3
"453","f",346.666666666667,28421,28766.6666666667,743.728430381188,744.136927678035,0.508930700817189,0.318879025230198,"P","casa","casa",1,153,3
"455","f",213.333333333333,28774.3333333333,28986.6666666667,758.879398345947,860.289693832397,0.516979853448941,0.383951605024892,"P","casa","casa",1,155,3
"457","f",180,29107.6666666667,29286.6666666667,684.217601352268,569.841200025269,0.501218335949684,0.417412568608568,"P","casa","casa",1,157,3
"459","f",520,29327.6666666667,29846.6666666667,653.349907019199,795.307428995768,0.712916648792696,0.384241847567029,"P","casa","casa",1,159,3
